location_name,vehicle,nutrient,standard,percent of population eating vehicle,percent of population eating industrially produced vehicle,percent of population eating fortified vehicle,location_id,sodium,whole_grains,sdi,hh_salt,fao_maize_and_products,fao_rice_and_products,fao_wheat_and_products,fao_oil_all,parent_id
India,rice,vitamin b12,Voluntary,50.0,25.0,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,rice,vitamin b1,Voluntary,50.0,25.0,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,iron,Mandatory,100.0,96.5,92.7,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
India,salt,folic acid,,100.0,96.5,0.0,163,2.0855737635414306,20.423178434640462,0.5578565533183989,0.9021063059835001,63.0,645.0,527.0,252.0,159
Indonesia,wheat flour,iron,Mandatory,,,73.1,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Indonesia,wheat flour,zinc,Mandatory,,,73.1,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Indonesia,wheat flour,folic acid,Mandatory,,,73.1,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Indonesia,wheat flour,vitamin b1,Mandatory,,,73.1,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Indonesia,wheat flour,vitamin b12,Unknown,,,,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Indonesia,oil,vitamin a,Voluntary,,,,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Indonesia,oil,vitamin d,Unknown,,,,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Indonesia,wheat flour,vitamin a,,,,,11,2.3917705663175584,29.460644063074888,0.6577381761986391,0.9236444466292021,184.0,1286.0,274.0,297.0,9
Kenya,wheat flour,iron,Mandatory,36.58,30.95,34.70333333333333,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,wheat flour,zinc,Mandatory,36.58,30.95,34.70333333333333,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,wheat flour,folic acid,Mandatory,36.58,30.95,34.70333333333333,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,wheat flour,vitamin b12,Mandatory,36.58,30.95,34.70333333333333,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,wheat flour,vitamin b1,Mandatory,36.58,30.95,34.70333333333333,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,wheat flour,vitamin a,Mandatory,36.58,30.95,34.70333333333333,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,vitamin a,Mandatory,29.705384615384606,9.39,,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,oil,vitamin d,Unknown,29.705384615384606,9.39,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,iron,Mandatory,53.10583333333333,36.67,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,zinc,Mandatory,53.10583333333333,36.67,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,folic acid,Mandatory,53.10583333333333,36.67,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,vitamin b12,Mandatory,53.10583333333333,36.67,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,vitamin b1,Mandatory,53.10583333333333,36.67,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Kenya,maize flour,vitamin a,Mandatory,53.10583333333333,36.67,0.0,180,0.9768200016295709,12.716224949374375,0.49812529883727097,0.95036635916638,656.0,148.0,299.0,167.0,174
Madagascar,wheat flour,iron,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,wheat flour,zinc,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,wheat flour,folic acid,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,wheat flour,vitamin b12,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,wheat flour,vitamin b1,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,oil,vitamin a,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,oil,vitamin d,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,maize flour,iron,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,maize flour,zinc,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,maize flour,folic acid,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,maize flour,vitamin b12,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,maize flour,vitamin b1,Unknown,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,maize flour,vitamin a,,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Madagascar,wheat flour,vitamin a,,,,,181,1.0843502291472906,16.192303708570748,0.40060579707858707,0.745390295675057,66.0,1075.0,105.0,72.0,174
Mozambique,wheat flour,iron,Mandatory,66.76666666666667,66.76666666666667,40.06,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,wheat flour,zinc,Mandatory,66.76666666666667,66.76666666666667,40.06,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,wheat flour,folic acid,Mandatory,66.76666666666667,66.76666666666667,40.06,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,wheat flour,vitamin b12,Mandatory,66.76666666666667,66.76666666666667,40.06,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,wheat flour,vitamin b1,Mandatory,66.76666666666667,66.76666666666667,40.06,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,wheat flour,vitamin a,Mandatory,66.76666666666667,66.76666666666667,40.06,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,oil,vitamin a,Mandatory,96.6,,37.674,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,oil,vitamin d,Mandatory,96.6,,37.674,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,maize flour,iron,Mandatory,79.9,23.97,36.3545,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,maize flour,zinc,Mandatory,79.9,23.97,36.3545,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,maize flour,folic acid,Mandatory,79.9,23.97,36.3545,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,maize flour,vitamin b12,Mandatory,79.9,23.97,36.3545,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,maize flour,vitamin b1,Mandatory,79.9,23.97,36.3545,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Mozambique,maize flour,vitamin a,Mandatory,79.9,23.97,36.3545,184,0.9455597338728059,7.779501537876115,0.314435781950972,0.605471562102371,321.0,238.0,184.0,279.0,174
Myanmar,wheat flour,iron,Unknown,5.0,50.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,wheat flour,zinc,Unknown,5.0,50.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,wheat flour,folic acid,Unknown,5.0,50.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,wheat flour,vitamin b12,Unknown,5.0,50.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,wheat flour,vitamin b1,Unknown,5.0,50.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,oil,vitamin a,Unknown,50.0,10.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,oil,vitamin d,Unknown,50.0,10.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Myanmar,wheat flour,vitamin a,,5.0,50.0,0.0,15,2.274896667925958,23.833147223175732,0.5317694308324,0.8454670832567971,43.0,1221.0,69.0,190.0,9
Nepal,wheat flour,iron,Mandatory,27.96666666666667,40.0,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,folic acid,Mandatory,27.96666666666667,40.0,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,vitamin a,Mandatory,27.96666666666667,40.0,5.1650222222222215,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,zinc,Unknown,27.96666666666667,40.0,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,vitamin b12,Unknown,27.96666666666667,40.0,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,wheat flour,vitamin b1,Unknown,27.96666666666667,40.0,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,oil,vitamin a,Unknown,99.86666666666667,,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Nepal,oil,vitamin d,Unknown,99.86666666666667,,0.0,164,1.707178010932048,19.085251957277023,0.42702335098608096,0.960515913718169,345.0,864.0,400.0,234.0,159
Niger,wheat flour,iron,Mandatory,,,30.0,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,wheat flour,folic acid,Mandatory,,,30.0,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,wheat flour,zinc,Mandatory,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,wheat flour,vitamin b12,Mandatory,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,wheat flour,vitamin b1,Mandatory,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,oil,vitamin a,Mandatory,86.33333333333331,,61.66666666666666,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,oil,vitamin d,Unknown,86.33333333333331,,0.0,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,maize flour,iron,Voluntary,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,maize flour,zinc,Unknown,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,maize flour,folic acid,Unknown,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,maize flour,vitamin b12,Unknown,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,maize flour,vitamin b1,Unknown,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,bouillon,iron,Voluntary,91.0,,0.0,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,bouillon,zinc,Unknown,91.0,,0.0,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,bouillon,folic acid,Unknown,91.0,,0.0,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,bouillon,vitamin a,Unknown,91.0,,0.0,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,maize flour,vitamin a,,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Niger,wheat flour,vitamin a,,,,,213,0.7883942822631065,6.61197860439744,0.17038647182911199,0.6069743587839351,24.0,181.0,26.0,96.0,199
Nigeria,wheat flour,iron,Mandatory,49.05,48.8,14.05,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,wheat flour,zinc,Mandatory,49.05,48.8,14.05,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,wheat flour,folic acid,Mandatory,49.05,48.8,14.05,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,wheat flour,vitamin b12,Mandatory,49.05,48.8,,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,wheat flour,vitamin b1,Mandatory,49.05,48.8,14.05,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,wheat flour,vitamin a,Mandatory,49.05,48.8,14.05,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,oil,vitamin a,Mandatory,98.5,29.3,7.4,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,oil,vitamin d,None,98.5,29.3,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,maize flour,iron,Mandatory,44.65,6.95,16.141333333333336,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,maize flour,zinc,Mandatory,44.65,6.95,0.95,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,maize flour,folic acid,Mandatory,44.65,6.95,0.95,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,maize flour,vitamin b12,Mandatory,44.65,6.95,16.141333333333336,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,maize flour,vitamin b1,Mandatory,44.65,6.95,16.141333333333336,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,maize flour,vitamin a,Mandatory,44.65,6.95,0.95,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,rice,iron,None,67.35,99.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,rice,zinc,None,67.35,99.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,rice,folic acid,None,67.35,99.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,rice,vitamin b12,None,67.35,99.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,rice,vitamin b1,None,67.35,99.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,salt,iron,None,,93.0,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,bouillon,iron,Voluntary,,61.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,bouillon,zinc,Unknown,,61.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,bouillon,folic acid,Unknown,,61.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,bouillon,vitamin a,Unknown,,61.5,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Nigeria,salt,folic acid,,,93.0,0.0,214,0.9084329214042562,8.865244517496503,0.460839216214442,0.935323309997402,315.0,266.0,195.0,284.0,199
Pakistan,wheat flour,iron,Mandatory in Punjab only,97.33333333333331,48.66666666666666,5.333333333333333,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
Pakistan,wheat flour,folic acid,Mandatory in Punjab only,97.33333333333331,48.66666666666666,0.0,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
Pakistan,wheat flour,zinc,Unknown,97.33333333333331,48.66666666666666,0.0,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
Pakistan,wheat flour,vitamin b12,Unknown,97.33333333333331,48.66666666666666,0.0,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
Pakistan,wheat flour,vitamin b1,Unknown,97.33333333333331,48.66666666666666,0.0,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
Pakistan,oil,vitamin a,Mandatory,100.0,99.0,30.0,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
Pakistan,oil,vitamin d,Mandatory,100.0,99.0,64.37333333333333,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
Pakistan,wheat flour,vitamin a,,97.33333333333331,48.66666666666666,0.0,165,1.4276002072913623,1.2280098228679377,0.47573904485686896,0.7480860194964641,164.0,138.0,920.0,278.0,159
South Africa,wheat flour,iron,Mandatory,14.75,14.75,8.549999999999999,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,wheat flour,zinc,Mandatory,14.75,14.75,8.549999999999999,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,wheat flour,folic acid,Mandatory,14.75,14.75,8.549999999999999,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,wheat flour,vitamin b1,Mandatory,14.75,14.75,8.549999999999999,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,wheat flour,vitamin a,Mandatory,14.75,14.75,8.549999999999999,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,wheat flour,vitamin b12,Unknown,14.75,14.75,0.0,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,oil,vitamin a,Unknown,,,,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,oil,vitamin d,Unknown,,,,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,maize flour,iron,Mandatory,97.15,97.05,46.85,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,maize flour,zinc,Mandatory,97.15,97.05,46.85,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,maize flour,folic acid,Mandatory,97.15,97.05,46.85,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,maize flour,vitamin b1,Mandatory,97.15,97.05,46.85,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,maize flour,vitamin a,Mandatory,97.15,97.05,46.85,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
South Africa,maize flour,vitamin b12,Unknown,97.15,97.05,0.0,196,1.4464299670692813,27.637668982669382,0.6679627456352341,0.9443637605269078,815.0,149.0,485.0,315.0,192
Sudan,wheat flour,iron,Voluntary,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,wheat flour,zinc,Voluntary,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,wheat flour,folic acid,Voluntary,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,wheat flour,vitamin b12,Voluntary,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,wheat flour,vitamin a,Voluntary,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,wheat flour,vitamin b1,Unknown,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,oil,vitamin a,Unknown,,,80.0,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,oil,vitamin d,Unknown,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,maize flour,iron,Unknown,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,maize flour,zinc,Unknown,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,maize flour,folic acid,Unknown,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,maize flour,vitamin b12,Unknown,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,maize flour,vitamin b1,Unknown,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
Sudan,maize flour,vitamin a,,,,,522,1.0255112826536532,1.7330686860603564,0.511221320310983,0.297487657513208,2.0,19.0,530.0,211.0,138
United Republic of Tanzania,wheat flour,iron,Mandatory,51.5,44.66666666666666,33.1,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,wheat flour,zinc,Mandatory,51.5,44.66666666666666,33.1,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,wheat flour,folic acid,Mandatory,51.5,44.66666666666666,33.1,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,wheat flour,vitamin b12,Mandatory,51.5,44.66666666666666,33.1,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,wheat flour,vitamin b1,Mandatory,51.5,44.66666666666666,33.1,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,wheat flour,vitamin a,Mandatory,51.5,44.66666666666666,33.1,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,oil,vitamin a,Mandatory,96.2,79.73333333333333,53.6,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,oil,vitamin d,Unknown,96.2,79.73333333333333,0.0,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,maize flour,iron,Mandatory,93.0,25.23333333333333,2.5,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,maize flour,zinc,Mandatory,93.0,25.23333333333333,2.5,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,maize flour,folic acid,Mandatory,93.0,25.23333333333333,2.5,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
